期号,数字,触发极冷位置,触发位置遗漏期数,其他位置1,位置1遗漏期数,其他位置2,位置2遗漏期数
22252,0,百位,5701,十位,16,个位,25
22253,0,百位,5702,十位,17,个位,26
22254,0,百位,5703,十位,18,个位,27
22255,0,百位,5704,十位,19,个位,28
22256,0,百位,5705,十位,20,个位,29
22257,0,百位,5706,十位,0,个位,30
22258,0,百位,5707,十位,1,个位,31
22259,0,百位,5708,十位,2,个位,32
22260,0,百位,5709,十位,3,个位,33
22262,0,百位,5710,十位,4,个位,34
22263,0,百位,5711,十位,5,个位,35
22264,0,百位,5712,十位,6,个位,36
22265,0,百位,5713,十位,7,个位,37
22266,0,百位,5714,十位,8,个位,38
22267,0,百位,5715,十位,9,个位,0
22268,0,百位,5716,十位,10,个位,1
22269,0,百位,5717,十位,11,个位,2
22270,0,百位,5718,十位,12,个位,3
22271,0,百位,5719,十位,13,个位,4
22272,0,百位,5720,十位,14,个位,5
22273,0,百位,5721,十位,15,个位,6
22276,0,百位,5722,十位,16,个位,7
22276,5,十位,56,百位,2,个位,4
22277,0,百位,5723,十位,17,个位,8
22277,5,十位,57,百位,3,个位,5
22278,0,百位,5724,十位,18,个位,9
22278,5,十位,58,百位,4,个位,6
22279,0,百位,5725,十位,19,个位,10
22279,5,十位,59,百位,5,个位,7
22280,0,百位,5726,十位,20,个位,11
22280,5,十位,60,百位,6,个位,8
22281,0,百位,5727,十位,21,个位,12
22281,5,十位,61,百位,7,个位,9
22282,0,百位,5728,十位,0,个位,13
22282,5,十位,62,百位,8,个位,10
22283,0,百位,5729,十位,1,个位,14
22283,5,十位,63,百位,9,个位,11
22284,0,百位,5730,十位,2,个位,0
22284,5,十位,64,百位,10,个位,12
22285,0,百位,5731,十位,3,个位,1
22286,0,百位,5732,十位,4,个位,2
22287,0,百位,5733,十位,5,个位,0
22288,0,百位,5734,十位,6,个位,1
22289,0,百位,5735,十位,7,个位,2
22290,0,百位,5736,十位,8,个位,3
22291,0,百位,5737,十位,9,个位,4
22292,0,百位,5738,十位,10,个位,5
22293,0,百位,5739,十位,11,个位,6
22294,0,百位,5740,十位,12,个位,7
22295,0,百位,5741,十位,13,个位,8
22297,0,百位,5742,十位,0,个位,9
22298,0,百位,5743,十位,1,个位,10
22299,0,百位,5744,十位,2,个位,11
22301,0,百位,5745,十位,3,个位,12
22302,0,百位,5746,十位,4,个位,13
22303,0,百位,5747,十位,5,个位,14
22304,0,百位,5748,十位,6,个位,15
22306,0,百位,5749,十位,7,个位,16
22307,0,百位,5750,十位,8,个位,17
22308,0,百位,5751,十位,9,个位,18
22310,0,百位,5752,十位,10,个位,19
22311,0,百位,5753,十位,11,个位,20
22312,0,百位,5754,十位,12,个位,21
22313,0,百位,5755,十位,13,个位,22
22314,0,百位,5756,十位,14,个位,23
22315,0,百位,5757,十位,15,个位,24
22316,0,百位,5758,十位,16,个位,25
22317,0,百位,5759,十位,17,个位,0
22320,0,百位,5760,十位,18,个位,1
22321,0,百位,5761,十位,19,个位,2
22322,0,百位,5762,十位,20,个位,3
22323,0,百位,5763,十位,21,个位,4
22324,0,百位,5764,十位,22,个位,5
22325,0,百位,5765,十位,23,个位,6
22326,0,百位,5766,十位,24,个位,0
22327,0,百位,5767,十位,25,个位,1
22328,0,百位,5768,十位,26,个位,2
22329,0,百位,5769,十位,27,个位,0
22330,0,百位,5770,十位,28,个位,1
22331,0,百位,5771,十位,29,个位,2
22332,0,百位,5772,十位,0,个位,3
22333,0,百位,5773,十位,1,个位,4
22334,0,百位,5774,十位,2,个位,5
22336,0,百位,5775,十位,3,个位,6
22337,0,百位,5776,十位,4,个位,7
22338,0,百位,5777,十位,5,个位,8
22339,0,百位,5778,十位,6,个位,9
22340,0,百位,5779,十位,7,个位,10
22342,0,百位,5780,十位,8,个位,11
22343,0,百位,5781,十位,9,个位,12
22344,0,百位,5782,十位,10,个位,13
22345,0,百位,5783,十位,0,个位,14
22346,0,百位,5784,十位,1,个位,0
22347,0,百位,5785,十位,2,个位,1
22348,0,百位,5786,十位,3,个位,2
22349,0,百位,5787,十位,4,个位,3
22350,0,百位,5788,十位,5,个位,4
23001,0,百位,5789,十位,6,个位,5
23003,0,百位,5790,十位,7,个位,6
23004,0,百位,5791,十位,0,个位,0
23005,0,百位,5792,十位,1,个位,1
23006,0,百位,5793,十位,2,个位,0
23007,0,百位,5794,十位,3,个位,1
23008,0,百位,5795,十位,4,个位,2
23009,0,百位,5796,十位,5,个位,3
23010,0,百位,5797,十位,6,个位,4
23012,0,百位,5798,十位,7,个位,5
23013,0,百位,5799,十位,8,个位,0
23015,0,百位,5800,十位,9,个位,1
23016,0,百位,5801,十位,0,个位,2
23017,0,百位,5802,十位,1,个位,3
23018,0,百位,5803,十位,2,个位,4
23019,0,百位,5804,十位,3,个位,5
23020,0,百位,5805,十位,4,个位,0
23021,0,百位,5806,十位,5,个位,1
23022,0,百位,5807,十位,6,个位,2
23023,0,百位,5808,十位,7,个位,3
23025,0,百位,5809,十位,8,个位,4
23026,0,百位,5810,十位,9,个位,5
23027,0,百位,5811,十位,10,个位,6
23028,0,百位,5812,十位,11,个位,7
23029,0,百位,5813,十位,12,个位,8
23030,0,百位,5814,十位,13,个位,9
23031,0,百位,5815,十位,14,个位,10
23033,0,百位,5816,十位,15,个位,11
23034,0,百位,5817,十位,16,个位,12
23035,0,百位,5818,十位,0,个位,13
23036,0,百位,5819,十位,1,个位,14
23037,0,百位,5820,十位,2,个位,15
23039,0,百位,5821,十位,3,个位,16
23040,0,百位,5822,十位,4,个位,17
23041,0,百位,5823,十位,5,个位,18
23042,0,百位,5824,十位,0,个位,19
23043,0,百位,5825,十位,1,个位,20
23045,0,百位,5826,十位,2,个位,21
23046,0,百位,5827,十位,3,个位,22
23047,0,百位,5828,十位,4,个位,23
23048,0,百位,5829,十位,5,个位,24
23049,0,百位,5830,十位,6,个位,25
23050,0,百位,5831,十位,7,个位,26
23051,0,百位,5832,十位,8,个位,27
23052,0,百位,5833,十位,9,个位,0
23053,0,百位,5834,十位,10,个位,1
23054,0,百位,5835,十位,11,个位,2
23055,0,百位,5836,十位,12,个位,3
23056,0,百位,5837,十位,13,个位,4
23057,0,百位,5838,十位,0,个位,5
23058,0,百位,5839,十位,1,个位,6
23059,0,百位,5840,十位,2,个位,7
23060,0,百位,5841,十位,3,个位,8
23061,0,百位,5842,十位,4,个位,9
23063,0,百位,5843,十位,5,个位,10
23065,0,百位,5844,十位,6,个位,11
23066,0,百位,5845,十位,7,个位,12
23067,0,百位,5846,十位,8,个位,0
23068,0,百位,5847,十位,9,个位,1
23069,0,百位,5848,十位,10,个位,2
23070,0,百位,5849,十位,11,个位,3
23072,0,百位,5850,十位,12,个位,4
23073,0,百位,5851,十位,13,个位,5
23075,0,百位,5852,十位,14,个位,0
23076,0,百位,5853,十位,15,个位,1
23077,0,百位,5854,十位,0,个位,2
23078,0,百位,5855,十位,0,个位,3
23080,0,百位,5856,十位,1,个位,4
23081,0,百位,5857,十位,2,个位,5
23082,0,百位,5858,十位,3,个位,6
23085,0,百位,5859,十位,4,个位,7
23086,0,百位,5860,十位,5,个位,8
23087,0,百位,5861,十位,6,个位,9
23088,0,百位,5862,十位,7,个位,10
23089,0,百位,5863,十位,8,个位,11
23090,0,百位,5864,十位,9,个位,0
23091,0,百位,5865,十位,10,个位,1
23092,0,百位,5866,十位,11,个位,2
23093,0,百位,5867,十位,12,个位,3
23094,0,百位,5868,十位,13,个位,4
23095,0,百位,5869,十位,14,个位,5
23096,0,百位,5870,十位,15,个位,6
23097,0,百位,5871,十位,16,个位,7
23098,0,百位,5872,十位,17,个位,8
23099,0,百位,5873,十位,18,个位,9
23100,0,百位,5874,十位,19,个位,10
23101,0,百位,5875,十位,20,个位,11
23102,0,百位,5876,十位,21,个位,12
23103,0,百位,5877,十位,0,个位,13
23104,0,百位,5878,十位,1,个位,14
23105,0,百位,5879,十位,2,个位,15
23106,0,百位,5880,十位,3,个位,0
23107,0,百位,5881,十位,4,个位,1
23108,0,百位,5882,十位,5,个位,2
23109,0,百位,5883,十位,6,个位,3
23110,0,百位,5884,十位,0,个位,4
23111,0,百位,5885,十位,1,个位,5
23112,0,百位,5886,十位,2,个位,6
23113,0,百位,5887,十位,3,个位,7
23114,0,百位,5888,十位,4,个位,8
23115,0,百位,5889,十位,5,个位,0
23116,0,百位,5890,十位,6,个位,1
23117,0,百位,5891,十位,7,个位,0
23118,0,百位,5892,十位,8,个位,1
23121,0,百位,5893,十位,9,个位,2
23122,0,百位,5894,十位,10,个位,3
23123,0,百位,5895,十位,11,个位,4
23125,0,百位,5896,十位,12,个位,5
23126,0,百位,5897,十位,13,个位,6
23127,0,百位,5898,十位,14,个位,7
23128,0,百位,5899,十位,15,个位,0
23129,0,百位,5900,十位,16,个位,0
23130,0,百位,5901,十位,17,个位,1
23131,0,百位,5902,十位,18,个位,2
23133,0,百位,5903,十位,19,个位,3
23134,0,百位,5904,十位,20,个位,4
23135,0,百位,5905,十位,21,个位,0
23136,0,百位,5906,十位,22,个位,1
23137,0,百位,5907,十位,23,个位,2
23138,0,百位,5908,十位,24,个位,3
23139,0,百位,5909,十位,25,个位,0
23141,0,百位,5910,十位,26,个位,1
23142,0,百位,5911,十位,27,个位,2
23143,0,百位,5912,十位,28,个位,3
23144,0,百位,5913,十位,29,个位,4
23145,0,百位,5914,十位,30,个位,5
23146,0,百位,5915,十位,31,个位,6
23147,0,百位,5916,十位,32,个位,7
23148,0,百位,5917,十位,33,个位,8
23151,0,百位,5918,十位,34,个位,9
23152,0,百位,5919,十位,35,个位,10
23153,0,百位,5920,十位,36,个位,11
23154,0,百位,5921,十位,37,个位,0
23155,0,百位,5922,十位,38,个位,1
23156,0,百位,5923,十位,39,个位,2
23157,0,百位,5924,十位,40,个位,3
23158,0,百位,5925,十位,41,个位,4
23159,0,百位,5926,十位,42,个位,5
23160,0,百位,5927,十位,43,个位,6
23161,0,百位,5928,十位,44,个位,7
23161,5,个位,56,百位,12,十位,4
23163,0,百位,5929,十位,45,个位,8
23163,5,个位,57,百位,0,十位,5
23164,0,百位,5930,十位,46,个位,9
23164,5,个位,58,百位,1,十位,6
23165,0,百位,5931,十位,47,个位,10
23166,0,百位,5932,十位,48,个位,11
23167,0,百位,5933,十位,49,个位,12
23168,0,百位,5934,十位,50,个位,0
23169,0,百位,5935,十位,51,个位,1
23171,0,百位,5936,十位,52,个位,2
23172,0,百位,5937,十位,53,个位,3
23172,2,个位,56,百位,0,十位,0
23174,0,百位,5938,十位,54,个位,0
23174,2,个位,57,百位,1,十位,1
23175,0,百位,5939,十位,55,个位,1
23175,2,个位,58,百位,2,十位,0
23175,7,十位,56,百位,1,个位,9
23177,0,百位,5940,十位,56,个位,0
23177,2,个位,59,百位,0,十位,1
23177,7,十位,57,百位,2,个位,10
23178,0,百位,5941,十位,0,个位,1
23178,2,个位,60,百位,1,十位,2
23178,7,十位,58,百位,0,个位,11
23179,0,百位,5942,十位,1,个位,2
23179,2,个位,61,百位,2,十位,3
23179,7,十位,59,百位,0,个位,12
23180,0,百位,5943,十位,2,个位,3
23180,2,个位,62,百位,3,十位,4
23180,7,十位,60,百位,1,个位,13
23181,0,百位,5944,十位,3,个位,4
23181,2,个位,63,百位,4,十位,5
23181,7,十位,61,百位,2,个位,0
23182,0,百位,5945,十位,4,个位,5
23182,2,个位,64,百位,5,十位,6
23183,0,百位,5946,十位,5,个位,6
23183,2,个位,65,百位,6,十位,0
23184,0,百位,5947,十位,0,个位,7
23184,2,个位,66,百位,7,十位,1
23185,0,百位,5948,十位,1,个位,8
23185,2,个位,67,百位,8,十位,2
23186,0,百位,5949,十位,2,个位,9
23186,2,个位,68,百位,9,十位,3
23187,0,百位,5950,十位,0,个位,10
23187,2,个位,69,百位,10,十位,4
23188,0,百位,5951,十位,1,个位,11
23188,2,个位,70,百位,11,十位,5
23190,0,百位,5952,十位,2,个位,12
23190,2,个位,71,百位,0,十位,6
23191,0,百位,5953,十位,0,个位,0
23191,2,个位,72,百位,1,十位,7
23192,0,百位,5954,十位,1,个位,0
23192,2,个位,73,百位,2,十位,8
23193,0,百位,5955,十位,2,个位,1
23193,2,个位,74,百位,0,十位,9
23194,0,百位,5956,十位,3,个位,2
23194,2,个位,75,百位,1,十位,10
23195,0,百位,5957,十位,0,个位,3
23195,2,个位,76,百位,2,十位,11
23196,0,百位,5958,十位,1,个位,4
23196,2,个位,77,百位,3,十位,12
23197,0,百位,5959,十位,0,个位,0
23197,2,个位,78,百位,4,十位,13
23199,0,百位,5960,十位,0,个位,1
23199,2,个位,79,百位,5,十位,14
23200,0,百位,5961,十位,1,个位,2
23200,2,个位,80,百位,6,十位,0
23201,0,百位,5962,十位,2,个位,3
23201,2,个位,81,百位,7,十位,1
23202,0,百位,5963,十位,3,个位,4
23202,2,个位,82,百位,8,十位,2
23203,0,百位,5964,十位,4,个位,5
23203,2,个位,83,百位,9,十位,3
23206,0,百位,5965,十位,5,个位,0
23206,2,个位,84,百位,10,十位,4
23207,0,百位,5966,十位,6,个位,1
23207,2,个位,85,百位,11,十位,5
23208,0,百位,5967,十位,7,个位,2
23208,2,个位,86,百位,12,十位,0
23209,0,百位,5968,十位,8,个位,3
23209,2,个位,87,百位,13,十位,1
23210,0,百位,5969,十位,9,个位,4
23210,2,个位,88,百位,0,十位,2
23211,0,百位,5970,十位,10,个位,5
23211,2,个位,89,百位,1,十位,3
23212,0,百位,5971,十位,11,个位,6
23214,0,百位,5972,十位,12,个位,7
23215,0,百位,5973,十位,0,个位,8
23216,0,百位,5974,十位,1,个位,0
23217,0,百位,5975,十位,2,个位,1
23218,0,百位,5976,十位,3,个位,2
23219,0,百位,5977,十位,4,个位,3
23221,0,百位,5978,十位,5,个位,4
23222,0,百位,5979,十位,6,个位,5
23223,0,百位,5980,十位,7,个位,6
23224,0,百位,5981,十位,8,个位,0
23225,0,百位,5982,十位,9,个位,1
23226,0,百位,5983,十位,10,个位,2
23227,0,百位,5984,十位,11,个位,3
23228,0,百位,5985,十位,0,个位,4
23229,0,百位,5986,十位,1,个位,5
23230,0,百位,5987,十位,2,个位,6
23231,0,百位,5988,十位,3,个位,7
23232,0,百位,5989,十位,4,个位,8
23233,0,百位,5990,十位,5,个位,0
23234,0,百位,5991,十位,6,个位,1
23235,0,百位,5992,十位,0,个位,2
23236,0,百位,5993,十位,1,个位,3
23237,0,百位,5994,十位,2,个位,0
23238,0,百位,5995,十位,3,个位,1
23239,0,百位,5996,十位,4,个位,2
23240,0,百位,5997,十位,5,个位,0
23241,0,百位,5998,十位,0,个位,1
23242,0,百位,5999,十位,1,个位,2
23243,0,百位,6000,十位,2,个位,3
23244,0,百位,6001,十位,3,个位,4
23245,0,百位,6002,十位,4,个位,5
23246,0,百位,6003,十位,5,个位,0
23247,0,百位,6004,十位,6,个位,1
23248,0,百位,6005,十位,7,个位,2
23250,0,百位,6006,十位,8,个位,3
23251,0,百位,6007,十位,9,个位,0
23252,0,百位,6008,十位,10,个位,1
23253,0,百位,6009,十位,11,个位,2
23254,0,百位,6010,十位,12,个位,3
23256,0,百位,6011,十位,13,个位,4
23257,0,百位,6012,十位,14,个位,0
23258,0,百位,6013,十位,0,个位,1
23260,0,百位,6014,十位,1,个位,2
23261,0,百位,6015,十位,2,个位,3
23262,0,百位,6016,十位,3,个位,0
23263,0,百位,6017,十位,4,个位,1
23264,0,百位,6018,十位,5,个位,2
23265,0,百位,6019,十位,6,个位,3
23266,0,百位,6020,十位,7,个位,4
23267,0,百位,6021,十位,8,个位,5
23268,0,百位,6022,十位,9,个位,6
23269,0,百位,6023,十位,10,个位,7
23270,0,百位,6024,十位,11,个位,8
23272,0,百位,6025,十位,12,个位,9
23273,0,百位,6026,十位,13,个位,10
23274,0,百位,6027,十位,14,个位,11
23275,0,百位,6028,十位,15,个位,12
23276,0,百位,6029,十位,16,个位,13
23279,0,百位,6030,十位,0,个位,14
23280,0,百位,6031,十位,1,个位,15
23281,0,百位,6032,十位,0,个位,16
23282,0,百位,6033,十位,1,个位,17
23284,0,百位,6034,十位,0,个位,18
23285,0,百位,6035,十位,1,个位,19
23286,0,百位,6036,十位,2,个位,20
23287,0,百位,6037,十位,3,个位,21
23288,0,百位,6038,十位,4,个位,22
23289,0,百位,6039,十位,5,个位,23
23290,0,百位,6040,十位,6,个位,24
23291,0,百位,6041,十位,7,个位,25
23292,0,百位,6042,十位,8,个位,0
23293,0,百位,6043,十位,9,个位,1
23294,0,百位,6044,十位,10,个位,2
23295,0,百位,6045,十位,11,个位,3
23296,0,百位,6046,十位,12,个位,4
23297,0,百位,6047,十位,0,个位,5
23298,0,百位,6048,十位,1,个位,6
23299,0,百位,6049,十位,2,个位,7
23300,0,百位,6050,十位,0,个位,8
23302,0,百位,6051,十位,1,个位,9
23303,0,百位,6052,十位,2,个位,10
23304,0,百位,6053,十位,3,个位,11
23305,0,百位,6054,十位,4,个位,12
23306,0,百位,6055,十位,5,个位,13
23307,0,百位,6056,十位,6,个位,0
23308,0,百位,6057,十位,7,个位,1
23309,0,百位,6058,十位,8,个位,2
23310,0,百位,6059,十位,9,个位,3
23311,0,百位,6060,十位,10,个位,4
23312,0,百位,6061,十位,11,个位,5
23313,0,百位,6062,十位,12,个位,6
23314,0,百位,6063,十位,13,个位,7
23315,0,百位,6064,十位,14,个位,8
23316,0,百位,6065,十位,15,个位,9
23317,0,百位,6066,十位,16,个位,10
23318,0,百位,6067,十位,17,个位,11
23319,0,百位,6068,十位,18,个位,0
23320,0,百位,6069,十位,19,个位,1
23321,0,百位,6070,十位,20,个位,2
23322,0,百位,6071,十位,21,个位,3
23323,0,百位,6072,十位,22,个位,4
23324,0,百位,6073,十位,23,个位,5
23325,0,百位,6074,十位,0,个位,6
23326,0,百位,6075,十位,1,个位,7
23327,0,百位,6076,十位,2,个位,0
23328,0,百位,6077,十位,3,个位,1
23329,0,百位,6078,十位,4,个位,2
23330,0,百位,6079,十位,5,个位,3
23331,0,百位,6080,十位,6,个位,4
23332,0,百位,6081,十位,0,个位,5
23333,0,百位,6082,十位,1,个位,6
23334,0,百位,6083,十位,2,个位,7
23336,0,百位,6084,十位,3,个位,8
23337,0,百位,6085,十位,4,个位,9
23338,0,百位,6086,十位,5,个位,10
23339,0,百位,6087,十位,6,个位,0
23341,0,百位,6088,十位,7,个位,1
23342,0,百位,6089,十位,8,个位,2
23343,0,百位,6090,十位,9,个位,3
23344,0,百位,6091,十位,10,个位,0
23345,0,百位,6092,十位,0,个位,1
23346,0,百位,6093,十位,1,个位,2
23347,0,百位,6094,十位,2,个位,3
23348,0,百位,6095,十位,3,个位,4
23349,0,百位,6096,十位,4,个位,5
23350,0,百位,6097,十位,5,个位,6
23351,0,百位,6098,十位,6,个位,7
24001,0,百位,6099,十位,7,个位,8
24002,0,百位,6100,十位,0,个位,9
24003,0,百位,6101,十位,1,个位,10
24004,0,百位,6102,十位,2,个位,11
24005,0,百位,6103,十位,3,个位,12
24006,0,百位,6104,十位,4,个位,13
24007,0,百位,6105,十位,5,个位,14
24008,0,百位,6106,十位,6,个位,15
24009,0,百位,6107,十位,0,个位,16
24010,0,百位,6108,十位,1,个位,17
24013,0,百位,6109,十位,2,个位,18
24014,0,百位,6110,十位,3,个位,19
24015,0,百位,6111,十位,4,个位,20
24016,0,百位,6112,十位,5,个位,21
24017,0,百位,6113,十位,0,个位,22
24018,0,百位,6114,十位,1,个位,23
24019,0,百位,6115,十位,2,个位,24
24020,0,百位,6116,十位,3,个位,25
24021,0,百位,6117,十位,0,个位,26
24022,0,百位,6118,十位,1,个位,0
24023,0,百位,6119,十位,2,个位,1
24024,0,百位,6120,十位,3,个位,2
24025,0,百位,6121,十位,4,个位,3
24026,0,百位,6122,十位,5,个位,4
24027,0,百位,6123,十位,6,个位,5
24028,0,百位,6124,十位,0,个位,6
24029,0,百位,6125,十位,1,个位,7
24030,0,百位,6126,十位,2,个位,8
24031,0,百位,6127,十位,3,个位,9
24032,0,百位,6128,十位,4,个位,10
24033,0,百位,6129,十位,0,个位,11
24035,0,百位,6130,十位,1,个位,12
24036,0,百位,6131,十位,0,个位,13
24037,0,百位,6132,十位,1,个位,14
24038,0,百位,6133,十位,2,个位,0
24039,0,百位,6134,十位,3,个位,1
24040,0,百位,6135,十位,0,个位,2
24041,0,百位,6136,十位,1,个位,3
24042,0,百位,6137,十位,0,个位,4
24043,0,百位,6138,十位,1,个位,5
24044,0,百位,6139,十位,2,个位,6
24045,0,百位,6140,十位,3,个位,7
24046,0,百位,6141,十位,4,个位,8
24047,0,百位,6142,十位,0,个位,9
24048,0,百位,6143,十位,1,个位,0
24049,0,百位,6144,十位,2,个位,1
24050,0,百位,6145,十位,3,个位,2
24051,0,百位,6146,十位,4,个位,3
24052,0,百位,6147,十位,5,个位,4
24053,0,百位,6148,十位,6,个位,5
24054,0,百位,6149,十位,7,个位,6
24055,0,百位,6150,十位,8,个位,7
24056,0,百位,6151,十位,9,个位,8
24057,0,百位,6152,十位,10,个位,9
24059,0,百位,6153,十位,11,个位,10
24060,0,百位,6154,十位,12,个位,11
24061,0,百位,6155,十位,13,个位,12
24062,0,百位,6156,十位,14,个位,0
24063,0,百位,6157,十位,15,个位,1
24064,0,百位,6158,十位,16,个位,2
24065,0,百位,6159,十位,17,个位,3
24066,0,百位,6160,十位,0,个位,4
24067,0,百位,6161,十位,0,个位,5
24068,0,百位,6162,十位,1,个位,6
24069,0,百位,6163,十位,2,个位,7
24070,0,百位,6164,十位,3,个位,8
24071,0,百位,6165,十位,4,个位,9
24072,0,百位,6166,十位,5,个位,10
24073,0,百位,6167,十位,6,个位,11
24074,0,百位,6168,十位,7,个位,0
24075,0,百位,6169,十位,8,个位,1
24076,0,百位,6170,十位,9,个位,2
24077,0,百位,6171,十位,10,个位,3
24078,0,百位,6172,十位,11,个位,4
24079,0,百位,6173,十位,12,个位,5
24081,0,百位,6174,十位,13,个位,6
24082,0,百位,6175,十位,14,个位,7
24083,0,百位,6176,十位,15,个位,8
24084,0,百位,6177,十位,16,个位,9
24085,0,百位,6178,十位,17,个位,10
24086,0,百位,6179,十位,18,个位,11
24087,0,百位,6180,十位,19,个位,12
24088,0,百位,6181,十位,20,个位,13
24089,0,百位,6182,十位,21,个位,14
24090,0,百位,6183,十位,22,个位,15
24091,0,百位,6184,十位,0,个位,16
24092,0,百位,6185,十位,1,个位,17
24093,0,百位,6186,十位,2,个位,0
24094,0,百位,6187,十位,3,个位,1
24095,0,百位,6188,十位,4,个位,2
24096,0,百位,6189,十位,5,个位,3
24097,0,百位,6190,十位,6,个位,4
24098,0,百位,6191,十位,7,个位,5
24099,0,百位,6192,十位,8,个位,6
24100,0,百位,6193,十位,0,个位,7
24102,0,百位,6194,十位,1,个位,8
24103,0,百位,6195,十位,2,个位,9
24104,0,百位,6196,十位,3,个位,10
24105,0,百位,6197,十位,4,个位,11
24106,0,百位,6198,十位,5,个位,0
24107,0,百位,6199,十位,6,个位,1
24108,0,百位,6200,十位,7,个位,2
24109,0,百位,6201,十位,8,个位,3
24110,0,百位,6202,十位,9,个位,4
24111,0,百位,6203,十位,10,个位,5
24112,0,百位,6204,十位,11,个位,6
24113,0,百位,6205,十位,12,个位,7
24114,0,百位,6206,十位,13,个位,8
24115,0,百位,6207,十位,14,个位,9
24116,0,百位,6208,十位,15,个位,0
24117,0,百位,6209,十位,16,个位,1
24118,0,百位,6210,十位,17,个位,2
24119,0,百位,6211,十位,18,个位,3
24120,0,百位,6212,十位,19,个位,4
24121,0,百位,6213,十位,20,个位,5
24122,0,百位,6214,十位,21,个位,6
24123,0,百位,6215,十位,22,个位,7
24124,0,百位,6216,十位,23,个位,8
24125,0,百位,6217,十位,24,个位,9
24126,0,百位,6218,十位,0,个位,10
24127,0,百位,6219,十位,1,个位,11
24129,0,百位,6220,十位,2,个位,12
24130,0,百位,6221,十位,3,个位,13
24131,0,百位,6222,十位,4,个位,14
24132,0,百位,6223,十位,5,个位,15
24133,0,百位,6224,十位,0,个位,16
24134,0,百位,6225,十位,1,个位,17
24135,0,百位,6226,十位,2,个位,0
24137,0,百位,6227,十位,3,个位,1
24138,0,百位,6228,十位,4,个位,2
24139,0,百位,6229,十位,5,个位,3
24140,0,百位,6230,十位,6,个位,4
24141,0,百位,6231,十位,7,个位,0
24142,0,百位,6232,十位,0,个位,1
24143,0,百位,6233,十位,1,个位,2
24144,0,百位,6234,十位,2,个位,3
24145,0,百位,6235,十位,3,个位,4
24146,0,百位,6236,十位,0,个位,5
24147,0,百位,6237,十位,1,个位,6
24148,0,百位,6238,十位,2,个位,7
24149,0,百位,6239,十位,3,个位,8
24150,0,百位,6240,十位,4,个位,9
24151,0,百位,6241,十位,5,个位,10
24152,0,百位,6242,十位,0,个位,0
24153,0,百位,6243,十位,1,个位,1
24154,0,百位,6244,十位,2,个位,2
24155,0,百位,6245,十位,3,个位,3
24156,0,百位,6246,十位,4,个位,4
24157,0,百位,6247,十位,5,个位,5
24158,0,百位,6248,十位,6,个位,6
24159,0,百位,6249,十位,0,个位,7
24160,0,百位,6250,十位,1,个位,0
24161,0,百位,6251,十位,2,个位,1
24162,0,百位,6252,十位,3,个位,2
24163,0,百位,6253,十位,4,个位,0
24165,0,百位,6254,十位,5,个位,1
24166,0,百位,6255,十位,6,个位,2
24167,0,百位,6256,十位,7,个位,3
24168,0,百位,6257,十位,0,个位,4
24169,0,百位,6258,十位,1,个位,5
24172,0,百位,6259,十位,2,个位,6
24173,0,百位,6260,十位,0,个位,0
24174,0,百位,6261,十位,1,个位,1
24175,0,百位,6262,十位,2,个位,2
24176,0,百位,6263,十位,3,个位,3
24177,0,百位,6264,十位,4,个位,4
24178,0,百位,6265,十位,5,个位,5
24179,0,百位,6266,十位,6,个位,6
24180,0,百位,6267,十位,7,个位,7
24181,0,百位,6268,十位,8,个位,8
24182,0,百位,6269,十位,9,个位,9
24183,0,百位,6270,十位,10,个位,10
24184,0,百位,6271,十位,0,个位,0
24185,0,百位,6272,十位,1,个位,0
24186,0,百位,6273,十位,2,个位,1
24187,0,百位,6274,十位,3,个位,2
24189,0,百位,6275,十位,4,个位,3
24190,0,百位,6276,十位,5,个位,4
24191,0,百位,6277,十位,6,个位,5
24192,0,百位,6278,十位,7,个位,6
24195,0,百位,6279,十位,8,个位,0
24196,0,百位,6280,十位,9,个位,1
24197,0,百位,6281,十位,10,个位,2
24198,0,百位,6282,十位,0,个位,3
24199,0,百位,6283,十位,1,个位,0
24200,0,百位,6284,十位,2,个位,1
24201,0,百位,6285,十位,3,个位,0
24202,0,百位,6286,十位,4,个位,1
24203,0,百位,6287,十位,5,个位,2
24205,0,百位,6288,十位,6,个位,3
24206,0,百位,6289,十位,7,个位,4
24207,0,百位,6290,十位,8,个位,5
24208,0,百位,6291,十位,9,个位,6
24209,0,百位,6292,十位,10,个位,7
24210,0,百位,6293,十位,11,个位,8
24211,0,百位,6294,十位,12,个位,9
24212,0,百位,6295,十位,13,个位,10
24213,0,百位,6296,十位,14,个位,11
24214,0,百位,6297,十位,15,个位,12
24215,0,百位,6298,十位,16,个位,13
24216,0,百位,6299,十位,17,个位,14
24217,0,百位,6300,十位,18,个位,15
24218,0,百位,6301,十位,19,个位,16
24219,0,百位,6302,十位,20,个位,17
24220,0,百位,6303,十位,21,个位,18
24221,0,百位,6304,十位,22,个位,19
24222,0,百位,6305,十位,0,个位,0
24223,0,百位,6306,十位,1,个位,1
24224,0,百位,6307,十位,2,个位,2
24225,0,百位,6308,十位,3,个位,3
24226,0,百位,6309,十位,4,个位,4
24227,0,百位,6310,十位,5,个位,5
24228,0,百位,6311,十位,6,个位,6
24229,0,百位,6312,十位,7,个位,7
24231,0,百位,6313,十位,8,个位,8
24232,0,百位,6314,十位,9,个位,9
